job_title,experience_level,work_models,employee_residence,salary_in_usd,company_location,company_size
Machine Learning Engineer,Senior-level,On-site,United States,163200,United States,Medium
Data Analyst,Senior-level,Remote,United States,65000,United States,Medium
Data Analyst,Senior-level,Remote,United States,55000,United States,Medium
Machine Learning Infrastructure Engineer,Senior-level,On-site,United States,165400,United States,Medium
Machine Learning Infrastructure Engineer,Senior-level,On-site,United States,127300,United States,Medium
Machine Learning Engineer,Mid-level,On-site,United States,145000,United States,Medium
Data Scientist,Mid-level,On-site,United States,126900,United States,Medium
Data Scientist,Mid-level,On-site,United States,77900,United States,Medium
Data Analyst,Senior-level,On-site,United States,169000,United States,Medium
Data Analyst,Senior-level,On-site,United States,110600,United States,Medium
Data Scientist,Entry-level,On-site,United States,140000,United States,Medium
Data Scientist,Senior-level,Remote,United States,162000,United States,Medium
Data Modeler,Senior-level,On-site,United States,195000,United States,Medium
Data Modeler,Senior-level,On-site,United States,160000,United States,Medium
Data Operations Analyst,Senior-level,On-site,United States,154000,United States,Medium
Data Operations Analyst,Senior-level,On-site,United States,82000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,160000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,145000,United States,Medium
AI Engineer,Senior-level,On-site,United States,239400,United States,Medium
AI Engineer,Senior-level,On-site,United States,136800,United States,Medium
Decision Scientist,Senior-level,On-site,United States,204500,United States,Medium
Decision Scientist,Senior-level,On-site,United States,142200,United States,Medium
Data Scientist,Senior-level,Remote,United States,230000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,323300,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,184700,United States,Medium
Research Scientist,Senior-level,On-site,United States,210000,United States,Medium
Research Scientist,Senior-level,On-site,United States,136000,United States,Medium
Data Engineer,Senior-level,On-site,United States,171250,United States,Medium
Data Engineer,Senior-level,On-site,United States,113750,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,195000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,142000,United States,Medium
Data Engineer,Mid-level,On-site,United States,185900,United States,Medium
Data Engineer,Mid-level,On-site,United States,129300,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,194100,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,152300,United States,Medium
Data Architect,Senior-level,On-site,United States,190000,United States,Medium
Data Architect,Senior-level,On-site,United States,120000,United States,Medium
Research Engineer,Senior-level,Remote,United States,240000,United States,Medium
Research Engineer,Senior-level,Remote,United States,157250,United States,Medium
Data Engineer,Senior-level,Remote,United States,212000,United States,Medium
Data Engineer,Senior-level,Remote,United States,194400,United States,Medium
Data Engineer,Senior-level,Remote,United States,132192,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,174000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,134000,United States,Medium
Data Engineer,Mid-level,Remote,United States,152000,United States,Medium
Data Developer,Senior-level,On-site,United States,144700,United States,Medium
Data Developer,Senior-level,On-site,United States,85500,United States,Medium
Data Engineer,Executive-level,Remote,United States,265800,United States,Medium
Data Engineer,Executive-level,Remote,United States,177200,United States,Medium
Data Scientist,Senior-level,On-site,United States,222000,United States,Medium
Data Scientist,Senior-level,On-site,United States,115920,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,250000,United States,Medium
Data Engineer,Senior-level,On-site,United States,284310,United States,Medium
Data Engineer,Senior-level,On-site,United States,153090,United States,Medium
Research Scientist,Senior-level,On-site,United States,204500,United States,Medium
Research Scientist,Senior-level,On-site,United States,142200,United States,Medium
Data Scientist,Mid-level,On-site,United States,111000,United States,Medium
Data Analyst,Senior-level,Remote,United States,213210,United States,Medium
Data Analyst,Senior-level,Remote,United States,102434,United States,Medium
Data Scientist,Senior-level,On-site,United States,226600,United States,Medium
Data Scientist,Senior-level,On-site,United States,140100,United States,Medium
Data Scientist,Senior-level,Remote,United States,156400,United States,Medium
Research Engineer,Senior-level,On-site,United States,250000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,233400,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,145300,United States,Medium
Data Engineer,Senior-level,On-site,United States,248000,United States,Medium
Data Engineer,Senior-level,On-site,United States,149000,United States,Medium
Analytics Engineer,Entry-level,Remote,United States,156450,United States,Medium
Analytics Engineer,Entry-level,Remote,United States,119200,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,185000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,120250,United States,Medium
Data Science Lead,Mid-level,On-site,United States,225000,United States,Medium
Data Science Lead,Mid-level,On-site,United States,152700,United States,Medium
Data Engineer,Mid-level,On-site,United States,139152,United States,Large
Data Engineer,Mid-level,On-site,United States,82452,United States,Large
Data Strategist,Mid-level,On-site,United States,85000,United States,Medium
Data Strategist,Mid-level,On-site,United States,65000,United States,Medium
Data Analyst,Senior-level,On-site,United States,139000,United States,Medium
Machine Learning Engineer,Executive-level,Remote,United States,200000,United States,Medium
Machine Learning Engineer,Executive-level,Remote,United States,145000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,269500,United States,Medium
Machine Learning Engineer,Executive-level,Remote,United States,295500,United States,Medium
Machine Learning Engineer,Executive-level,Remote,United States,165200,United States,Medium
ML Engineer,Mid-level,On-site,United States,235000,United States,Medium
ML Engineer,Mid-level,On-site,United States,135000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,180000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,144000,United States,Medium
Data Manager,Senior-level,On-site,United States,160667,United States,Medium
Data Engineer,Senior-level,On-site,United States,304200,United States,Medium
Data Engineer,Senior-level,On-site,United States,173800,United States,Medium
Data Science Lead,Mid-level,On-site,United States,191765,United States,Medium
Data Science Lead,Mid-level,On-site,United States,134326,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,173000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,258384,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,153100,United States,Medium
Data Analyst,Senior-level,On-site,United States,146200,United States,Medium
Data Analyst,Senior-level,On-site,United States,116960,United States,Medium
Data Engineer,Senior-level,On-site,United States,370000,United States,Medium
Data Specialist,Senior-level,On-site,United States,111600,United States,Medium
Data Specialist,Senior-level,On-site,United States,72000,United States,Medium
Analytics Engineer,Mid-level,Remote,United States,90000,United States,Medium
Analytics Engineer,Mid-level,Remote,United States,84000,United States,Medium
Data Engineer,Mid-level,On-site,United States,70000,United States,Medium
Data Scientist,Senior-level,Remote,United States,253000,United States,Medium
Data Science Consultant,Senior-level,On-site,United States,145900,United States,Medium
Business Intelligence Analyst,Senior-level,Remote,United States,127000,United States,Medium
Business Intelligence Analyst,Senior-level,Remote,United States,95000,United States,Medium
Data Analyst,Entry-level,On-site,United States,94600,United States,Medium
Data Analyst,Entry-level,On-site,United States,86000,United States,Medium
Data Scientist,Senior-level,On-site,United States,104000,United States,Medium
Data Engineer,Senior-level,On-site,United States,173650,United States,Medium
Data Engineer,Senior-level,On-site,United States,113900,United States,Medium
Data Scientist,Senior-level,Remote,United States,126000,United States,Medium
Data Management Specialist,Senior-level,On-site,United States,139500,United States,Medium
Data Management Specialist,Senior-level,On-site,United States,110000,United States,Medium
Data Scientist,Senior-level,On-site,United States,248100,United States,Medium
Data Scientist,Senior-level,On-site,United States,145900,United States,Medium
Business Intelligence Engineer,Senior-level,On-site,United States,220000,United States,Medium
Business Intelligence Engineer,Senior-level,On-site,United States,175000,United States,Medium
Data Engineer,Senior-level,Remote,United States,108000,United States,Medium
Decision Scientist,Senior-level,Remote,United States,182500,United States,Medium
Decision Scientist,Senior-level,Remote,United States,135000,United States,Medium
Business Data Analyst,Mid-level,Remote,Philippines,35000,United States,Medium
Data Engineer,Executive-level,On-site,United States,94000,United States,Medium
Data Strategist,Senior-level,On-site,United States,91000,United States,Medium
Data Strategist,Senior-level,On-site,United States,86000,United States,Medium
Business Data Analyst,Senior-level,Remote,United States,180000,United States,Large
Analytics Engineer,Senior-level,On-site,United States,97750,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,75000,United States,Medium
Research Scientist,Entry-level,Remote,United States,252990,United States,Medium
Research Scientist,Entry-level,Remote,United States,162170,United States,Medium
Applied Scientist,Senior-level,On-site,United States,216000,United States,Medium
Applied Scientist,Senior-level,On-site,United States,184000,United States,Medium
Data Analyst,Entry-level,On-site,United States,67500,United States,Medium
Data Scientist,Mid-level,Remote,United States,140000,United States,Medium
Data Scientist,Senior-level,Remote,United States,265000,United States,Medium
Data Scientist,Senior-level,Remote,United States,153000,United States,Medium
Data Analyst,Senior-level,Remote,United States,143000,United States,Medium
Data Analyst,Senior-level,Remote,United States,126277,United States,Medium
Data Engineer,Senior-level,On-site,United States,224500,United States,Medium
Data Engineer,Senior-level,On-site,United States,126900,United States,Medium
Applied Scientist,Senior-level,Remote,United States,227700,United States,Medium
Applied Scientist,Senior-level,Remote,United States,154836,United States,Medium
Data Analyst,Senior-level,On-site,United States,126000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,165000,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,209000,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,112500,United States,Medium
Data Architect,Mid-level,Remote,United States,110000,United States,Medium
Data Scientist,Senior-level,On-site,United States,370000,United States,Medium
Data Analyst,Senior-level,Remote,United States,136000,United States,Medium
Data Analyst,Senior-level,Remote,United States,104000,United States,Medium
Applied Scientist,Senior-level,On-site,United States,214000,United States,Medium
Applied Scientist,Senior-level,On-site,United States,154000,United States,Medium
Data Scientist,Senior-level,Remote,United States,205000,United States,Medium
Data Scientist,Senior-level,Remote,United States,157500,United States,Medium
Data Engineer,Senior-level,On-site,United States,178000,United States,Medium
Data Engineer,Senior-level,On-site,United States,109283,United States,Medium
Research Scientist,Senior-level,On-site,United States,189000,United States,Medium
Research Scientist,Senior-level,On-site,United States,137000,United States,Medium
Data Analyst,Mid-level,Remote,United States,120000,United States,Medium
Data Analyst,Senior-level,Remote,United States,154500,United States,Medium
Data Analyst,Senior-level,Remote,United States,131325,United States,Medium
Business Intelligence Engineer,Senior-level,On-site,United States,140000,United States,Medium
Business Intelligence Engineer,Senior-level,On-site,United States,100000,United States,Medium
Data Scientist,Senior-level,Remote,United States,207500,United States,Medium
Data Scientist,Senior-level,Remote,United States,172900,United States,Medium
Data Scientist,Senior-level,On-site,United States,254000,United States,Medium
Data Modeler,Senior-level,On-site,United States,147100,United States,Medium
Data Modeler,Senior-level,On-site,United States,90700,United States,Medium
Data Analyst,Mid-level,On-site,United States,90000,United States,Medium
Data Engineer,Senior-level,On-site,United States,168400,United States,Medium
Data Engineer,Senior-level,On-site,United States,105200,United States,Medium
Research Engineer,Senior-level,On-site,United States,237000,United States,Medium
Research Engineer,Senior-level,On-site,United States,170112,United States,Medium
Business Intelligence Engineer,Senior-level,Remote,United States,155000,United States,Medium
Business Intelligence Engineer,Senior-level,Remote,United States,130000,United States,Medium
BI Developer,Senior-level,On-site,United States,105000,United States,Medium
BI Developer,Senior-level,On-site,United States,70000,United States,Medium
ML Engineer,Senior-level,Remote,United States,260000,United States,Medium
ML Engineer,Senior-level,Remote,United States,234000,United States,Medium
AI Architect,Senior-level,On-site,United States,330000,United States,Medium
AI Architect,Senior-level,On-site,United States,204000,United States,Medium
Data Scientist,Senior-level,On-site,United States,167310,United States,Medium
Data Engineer,Senior-level,Remote,United States,121000,United States,Medium
Data Strategist,Senior-level,Remote,United States,175000,United States,Medium
Data Strategist,Senior-level,Remote,United States,125000,United States,Medium
Machine Learning Scientist,Senior-level,Remote,United States,325000,United States,Medium
Machine Learning Scientist,Senior-level,Remote,United States,171000,United States,Medium
Data Science Consultant,Senior-level,On-site,United States,180000,United States,Medium
Data Science Consultant,Senior-level,On-site,United States,137000,United States,Medium
Machine Learning Engineer,Mid-level,On-site,United States,155810,United States,Medium
Machine Learning Engineer,Mid-level,On-site,United States,106720,United States,Medium
Data Analyst,Senior-level,Remote,United States,133000,United States,Medium
Data Analyst,Senior-level,Remote,United States,113000,United States,Medium
Data Scientist,Senior-level,Remote,United States,208400,United States,Medium
Data Engineer,Senior-level,On-site,United States,157550,United States,Medium
Data Engineer,Senior-level,On-site,United States,104650,United States,Medium
Data Engineer,Senior-level,On-site,United States,240500,United States,Large
Data Engineer,Senior-level,On-site,United States,123700,United States,Large
Business Data Analyst,Senior-level,Remote,United States,78000,United States,Large
Data Engineer,Mid-level,On-site,United States,121000,United States,Medium
Data Engineer,Mid-level,On-site,United States,78000,United States,Medium
Data Scientist,Entry-level,On-site,United States,85600,United States,Medium
Data Scientist,Entry-level,On-site,United States,48915,United States,Medium
Data Analyst,Mid-level,On-site,United States,68000,United States,Medium
Data Scientist,Senior-level,On-site,United States,275500,United States,Medium
Data Scientist,Senior-level,On-site,United States,206000,United States,Medium
Data Engineer,Senior-level,On-site,United States,102000,United States,Medium
Data Scientist,Senior-level,On-site,United States,228000,United States,Medium
Data Analyst,Senior-level,Remote,United States,180000,United States,Medium
Data Analyst,Senior-level,Remote,United States,207611,United States,Medium
Data Analyst,Senior-level,Remote,United States,127876,United States,Medium
Data Analyst,Entry-level,On-site,United States,111000,United States,Medium
BI Developer,Mid-level,On-site,United States,128000,United States,Medium
BI Developer,Mid-level,On-site,United States,81500,United States,Medium
Data Analyst,Mid-level,On-site,United States,97750,United States,Medium
Data Engineer,Senior-level,On-site,United States,195000,United States,Medium
Data Analyst,Entry-level,Remote,United States,132600,United States,Medium
Data Analyst,Entry-level,Remote,United States,81500,United States,Medium
Data Engineer,Mid-level,On-site,United States,202400,United States,Medium
Data Engineer,Mid-level,On-site,United States,147200,United States,Medium
Data Scientist,Senior-level,On-site,United States,239000,United States,Medium
Data Analyst,Mid-level,Remote,United States,54000,United States,Medium
Data Analyst,Mid-level,Remote,United States,36000,United States,Medium
Data Scientist,Senior-level,Remote,United States,176000,United States,Medium
Data Scientist,Senior-level,Remote,United States,118720,United States,Medium
Data Engineer,Mid-level,Remote,United States,95000,United States,Medium
Research Engineer,Senior-level,On-site,United States,240000,United States,Medium
Research Engineer,Senior-level,On-site,United States,157000,United States,Medium
Data Engineer,Mid-level,Remote,United States,165000,United States,Medium
Data Engineer,Mid-level,Remote,United States,136000,United States,Medium
Data Scientist,Senior-level,On-site,United States,272300,United States,Medium
Data Scientist,Senior-level,On-site,United States,222800,United States,Medium
Data Manager,Senior-level,Remote,United States,172750,United States,Medium
Data Manager,Senior-level,Remote,United States,82500,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,207611,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,127876,United States,Medium
Research Engineer,Senior-level,On-site,United States,225000,United States,Medium
Research Engineer,Senior-level,On-site,United States,168000,United States,Medium
Data Engineer,Senior-level,On-site,United States,280600,United States,Medium
Data Engineer,Senior-level,On-site,United States,158600,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,283780,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,218540,United States,Medium
Data Engineer,Senior-level,On-site,United States,178500,United States,Medium
Data Scientist,Senior-level,On-site,United States,323300,United States,Medium
Data Scientist,Senior-level,On-site,United States,184700,United States,Medium
Research Scientist,Mid-level,Remote,United States,185000,United States,Medium
Research Scientist,Mid-level,Remote,United States,137700,United States,Medium
Data Operations Analyst,Mid-level,Remote,United States,65100,United States,Medium
Data Operations Analyst,Mid-level,Remote,United States,44640,United States,Medium
Data Analyst,Mid-level,Remote,United States,161000,United States,Medium
Data Analyst,Mid-level,Remote,United States,123000,United States,Medium
Data Scientist,Senior-level,On-site,United States,278700,United States,Medium
Data Scientist,Senior-level,On-site,United States,159300,United States,Medium
Data Operations Engineer,Senior-level,On-site,United States,125000,United States,Medium
Data Operations Engineer,Senior-level,On-site,United States,65000,United States,Medium
Data Scientist,Mid-level,On-site,United States,230000,United States,Medium
Data Scientist,Mid-level,On-site,United States,175000,United States,Medium
Applied Scientist,Senior-level,Remote,United States,252990,United States,Medium
Applied Scientist,Senior-level,Remote,United States,162170,United States,Medium
Data Scientist,Senior-level,On-site,United States,310270,United States,Medium
Data Scientist,Senior-level,On-site,United States,239080,United States,Medium
Data Analyst,Senior-level,Remote,United States,70000,United States,Medium
Data Engineer,Mid-level,Remote,United States,135000,United States,Medium
Applied Scientist,Senior-level,Remote,United States,253000,United States,Medium
Applied Scientist,Senior-level,Remote,United States,172040,United States,Medium
Data Engineer,Mid-level,On-site,United States,135000,United States,Medium
Data Engineer,Mid-level,On-site,United States,108000,United States,Medium
Machine Learning Manager,Senior-level,Remote,Germany,129562,United States,Large
AI Engineer,Senior-level,Remote,United States,227850,United States,Medium
AI Engineer,Senior-level,Remote,United States,180500,United States,Medium
Data Engineer,Senior-level,Remote,United States,199000,United States,Medium
Data Engineer,Senior-level,Remote,United States,159000,United States,Medium
Data Lead,Senior-level,On-site,United States,350000,United States,Medium
Data Lead,Senior-level,On-site,United States,80000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,174000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,104000,United States,Medium
ML Engineer,Senior-level,Remote,United States,275300,United States,Medium
ML Engineer,Senior-level,Remote,United States,183500,United States,Medium
Data Engineer,Senior-level,On-site,United States,174350,United States,Medium
Data Engineer,Senior-level,On-site,United States,126800,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,284050,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,193800,United States,Medium
Data Engineer,Senior-level,Remote,United States,232989,United States,Medium
BI Data Analyst,Entry-level,Remote,Canada,85000,United States,Medium
Data Analyst,Senior-level,On-site,United States,204500,United States,Medium
Data Analyst,Senior-level,On-site,United States,138900,United States,Medium
Data Modeler,Senior-level,On-site,United States,168400,United States,Medium
Data Modeler,Senior-level,On-site,United States,105200,United States,Medium
Data Scientist,Senior-level,On-site,United States,147100,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,150550,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,116710,United States,Medium
Data Visualization Engineer,Senior-level,On-site,United States,147100,United States,Medium
Data Visualization Engineer,Senior-level,On-site,United States,90700,United States,Medium
Research Scientist,Senior-level,On-site,United States,120000,United States,Medium
Data Architect,Senior-level,On-site,United States,147100,United States,Medium
Data Architect,Senior-level,On-site,United States,90700,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,125000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,100000,United States,Medium
Research Scientist,Senior-level,On-site,United States,198800,United States,Medium
Research Scientist,Senior-level,On-site,United States,105200,United States,Medium
Data Engineer,Senior-level,On-site,United States,183000,United States,Medium
Business Intelligence Developer,Executive-level,On-site,United States,167500,United States,Medium
Business Intelligence Developer,Executive-level,On-site,United States,106500,United States,Medium
Data Scientist,Senior-level,On-site,United States,122000,United States,Medium
Data Engineer,Mid-level,On-site,United States,181500,United States,Medium
Data Engineer,Mid-level,On-site,United States,127000,United States,Medium
Data Specialist,Mid-level,On-site,United States,186000,United States,Medium
Data Specialist,Mid-level,On-site,United States,138000,United States,Medium
Data Scientist,Mid-level,On-site,United States,185000,United States,Medium
Data Scientist,Mid-level,On-site,United States,122000,United States,Medium
Data Engineer,Senior-level,On-site,United States,91270,United States,Medium
Data Architect,Senior-level,On-site,United States,165000,United States,Medium
Director of Data Science,Executive-level,Remote,United States,247000,United States,Medium
Director of Data Science,Executive-level,Remote,United States,118440,United States,Medium
Data Scientist,Mid-level,On-site,United States,138900,United States,Medium
ML Engineer,Senior-level,Remote,United States,297300,United States,Medium
ML Engineer,Senior-level,Remote,United States,198200,United States,Medium
Business Intelligence Engineer,Senior-level,Remote,United States,204500,United States,Medium
Business Intelligence Engineer,Senior-level,Remote,United States,138900,United States,Medium
Data Specialist,Mid-level,Remote,United States,87500,United States,Medium
Data Specialist,Mid-level,Remote,United States,62500,United States,Medium
Research Scientist,Senior-level,Remote,United States,136000,United States,Medium
Research Scientist,Senior-level,Remote,United States,90600,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,315300,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,210200,United States,Medium
Data Analytics Manager,Mid-level,On-site,United States,177000,United States,Medium
Data Analytics Manager,Mid-level,On-site,United States,110000,United States,Medium
Data Analyst,Mid-level,Remote,United States,65000,United States,Medium
Data Analyst,Mid-level,Remote,United States,55000,United States,Medium
Data Scientist,Mid-level,On-site,United States,183200,United States,Medium
Data Scientist,Mid-level,On-site,United States,122200,United States,Medium
AI Research Engineer,Mid-level,Remote,Tunisia,150000,United States,Medium
Data Scientist,Senior-level,Remote,United States,131000,United States,Medium
Data Scientist,Senior-level,Remote,United States,101000,United States,Medium
Business Intelligence Analyst,Senior-level,Remote,United States,171050,United States,Medium
Business Intelligence Analyst,Senior-level,Remote,United States,124400,United States,Medium
Data Scientist,Senior-level,Remote,United States,187000,United States,Medium
Data Scientist,Senior-level,Remote,United States,128000,United States,Medium
Data Analyst,Senior-level,On-site,United States,138000,United States,Medium
Data Analyst,Senior-level,On-site,United States,92000,United States,Medium
Data Engineer,Executive-level,On-site,United States,200000,United States,Medium
Data Scientist,Senior-level,Remote,United States,120000,United States,Medium
Business Intelligence Engineer,Senior-level,On-site,United States,241300,United States,Large
Business Intelligence Engineer,Senior-level,On-site,United States,124100,United States,Large
Data Science Manager,Senior-level,Remote,United States,185000,United States,Medium
Data Science Manager,Senior-level,Remote,United States,152000,United States,Medium
Data Engineer,Senior-level,Remote,United States,288000,United States,Medium
Data Scientist,Senior-level,On-site,United States,189750,United States,Medium
Data Scientist,Senior-level,On-site,United States,145000,United States,Medium
Data Engineer,Senior-level,Remote,United States,252000,United States,Medium
Business Intelligence Engineer,Executive-level,On-site,United States,247500,United States,Medium
Business Intelligence Engineer,Executive-level,On-site,United States,172200,United States,Medium
Business Intelligence Analyst,Mid-level,Remote,United States,87500,United States,Medium
Business Intelligence Analyst,Mid-level,Remote,United States,62500,United States,Medium
Research Engineer,Senior-level,On-site,United States,273000,United States,Medium
Research Engineer,Senior-level,On-site,United States,166500,United States,Medium
Research Analyst,Entry-level,On-site,United States,65000,United States,Medium
Research Analyst,Entry-level,On-site,United States,45000,United States,Medium
Data Scientist,Senior-level,On-site,United States,174000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,228830,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,148590,United States,Medium
AI Developer,Mid-level,Remote,United States,140000,United States,Small
Machine Learning Scientist,Senior-level,On-site,United States,220000,United States,Medium
Machine Learning Scientist,Senior-level,On-site,United States,170000,United States,Medium
Business Intelligence Analyst,Senior-level,On-site,United States,169000,United States,Medium
Business Intelligence Analyst,Senior-level,On-site,United States,110600,United States,Medium
Data Engineer,Senior-level,On-site,United States,78000,United States,Medium
Data Analyst,Senior-level,On-site,United States,81900,United States,Medium
Data Engineer,Senior-level,Remote,United States,208000,United States,Medium
Data Engineer,Senior-level,Remote,United States,109500,United States,Medium
Data Operations Engineer,Senior-level,On-site,United States,240000,United States,Medium
Data Operations Engineer,Senior-level,On-site,United States,238530,United States,Medium
Data Quality Analyst,Senior-level,On-site,United States,95000,United States,Medium
Data Quality Analyst,Senior-level,On-site,United States,82000,United States,Medium
Data Analyst,Executive-level,On-site,United States,80000,United States,Medium
Data Analyst,Executive-level,On-site,United States,70000,United States,Medium
Data Scientist,Senior-level,On-site,United States,154700,United States,Medium
Data Scientist,Senior-level,On-site,United States,118900,United States,Medium
Data Engineer,Senior-level,On-site,United States,232960,United States,Medium
Data Engineer,Senior-level,On-site,United States,166400,United States,Medium
Data Scientist,Mid-level,On-site,United States,156000,United States,Medium
Data Scientist,Mid-level,On-site,United States,105000,United States,Medium
Data Analyst,Senior-level,On-site,United States,138860,United States,Medium
Data Analyst,Senior-level,On-site,United States,119610,United States,Medium
Data Scientist,Senior-level,On-site,United States,205485,United States,Medium
Data Scientist,Senior-level,On-site,United States,156560,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,170000,United States,Medium
Data Engineer,Mid-level,On-site,United States,105000,United States,Medium
Data Analyst,Senior-level,Remote,United States,144100,United States,Medium
Data Analyst,Senior-level,Remote,United States,89100,United States,Medium
Research Engineer,Senior-level,On-site,United States,140000,United States,Medium
Research Engineer,Senior-level,On-site,United States,100000,United States,Medium
Data Engineer,Senior-level,On-site,United States,193600,United States,Medium
Data Engineer,Senior-level,On-site,United States,119700,United States,Medium
Data Analyst,Senior-level,Remote,United States,94000,United States,Medium
Data Analyst,Senior-level,Remote,United States,81900,United States,Medium
ML Engineer,Mid-level,On-site,United States,180000,United States,Medium
ML Engineer,Mid-level,On-site,United States,120000,United States,Medium
Data Strategist,Senior-level,On-site,United States,104000,United States,Medium
Data Scientist,Senior-level,On-site,United States,201000,United States,Medium
Research Engineer,Senior-level,On-site,United States,141100,United States,Medium
Research Engineer,Senior-level,On-site,United States,94100,United States,Medium
Data Scientist,Senior-level,On-site,United States,126000,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,208500,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,165000,United States,Medium
Business Intelligence Developer,Senior-level,On-site,United States,169000,United States,Medium
Business Intelligence Developer,Senior-level,On-site,United States,110600,United States,Medium
BI Analyst,Senior-level,Remote,United States,130800,United States,Medium
BI Analyst,Senior-level,Remote,United States,87200,United States,Medium
Data Engineer,Senior-level,Remote,United States,215000,United States,Medium
ML Engineer,Senior-level,Remote,United States,238000,United States,Medium
ML Engineer,Senior-level,Remote,United States,173000,United States,Medium
Data Science Manager,Senior-level,On-site,United States,299500,United States,Medium
Data Science Manager,Senior-level,On-site,United States,245100,United States,Medium
ML Engineer,Senior-level,Remote,United States,290000,United States,Medium
ML Engineer,Senior-level,Remote,United States,226000,United States,Medium
Data Scientist,Senior-level,Remote,United States,161000,United States,Medium
Data Scientist,Senior-level,Remote,United States,151000,United States,Medium
Data Engineer,Senior-level,Remote,United States,136994,United States,Medium
Data Scientist,Senior-level,On-site,United States,214500,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,120000,United States,Medium
Data Engineer,Senior-level,On-site,United States,278300,United States,Medium
Data Engineer,Senior-level,On-site,United States,205700,United States,Medium
Applied Scientist,Senior-level,On-site,United States,185900,United States,Medium
Applied Scientist,Senior-level,On-site,United States,167310,United States,Medium
Data Engineer,Mid-level,Remote,United States,114000,United States,Medium
Data Engineer,Senior-level,On-site,United States,194000,United States,Medium
Data Engineer,Senior-level,On-site,United States,161000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,184950,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,119250,United States,Medium
Data Engineer,Senior-level,Remote,United States,178500,United States,Medium
Data Engineer,Senior-level,Remote,United States,136000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,189000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,159090,United States,Medium
Data Engineer,Mid-level,On-site,United States,82000,United States,Medium
Data Engineer,Senior-level,Remote,United States,149076,United States,Medium
Data Engineer,Senior-level,Remote,United States,82365,United States,Medium
Data Engineer,Senior-level,On-site,United States,194595,United States,Medium
ML Engineer,Senior-level,On-site,United States,305000,United States,Medium
ML Engineer,Senior-level,On-site,United States,245000,United States,Medium
Data Scientist,Senior-level,Remote,United States,205485,United States,Medium
Data Scientist,Senior-level,Remote,United States,156560,United States,Medium
Data Analyst,Senior-level,Remote,United States,168000,United States,Large
Data Analyst,Senior-level,Remote,United States,78400,United States,Large
Machine Learning Engineer,Senior-level,On-site,United States,175000,United States,Medium
Data Engineer,Executive-level,Remote,United States,130002,United States,Medium
Data Engineer,Executive-level,Remote,United States,71908,United States,Medium
Data Analyst,Senior-level,On-site,United States,212000,United States,Medium
Data Analyst,Senior-level,On-site,United States,132000,United States,Medium
Data Analyst,Mid-level,On-site,United States,177000,United States,Medium
